date,location,admission_count,disease_type,age_group,created_at
2024-02-24,Can Tho,1,Diabetes,51-65,2025-08-21T10:56:55.295880
2024-02-24,Can Tho,1,Dengue Fever,19-30,2025-08-21T10:56:55.295880
2024-02-24,Can Tho,1,Dengue Fever,31-50,2025-08-21T10:56:55.295880
2024-02-24,Can Tho,5,Others,0-18,2025-08-21T10:56:55.295880
2024-02-24,Can Tho,6,Others,19-30,2025-08-21T10:56:55.295880
2024-02-24,Can Tho,7,Others,31-50,2025-08-21T10:56:55.295880
2024-02-24,Can Tho,3,Others,51-65,2025-08-21T10:56:55.295880
2024-02-24,Can Tho,2,Others,65+,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,2,COVID-19,0-18,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,3,COVID-19,19-30,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,3,COVID-19,31-50,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,1,COVID-19,51-65,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,3,COVID-19,65+,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,14,Flu,0-18,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,12,Flu,19-30,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,14,Flu,31-50,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,7,Flu,51-65,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,9,Flu,65+,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,2,Pneumonia,0-18,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,3,Pneumonia,19-30,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,4,Pneumonia,31-50,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,2,Pneumonia,51-65,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,1,Pneumonia,65+,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,1,Heart Disease,0-18,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,2,Heart Disease,19-30,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,2,Heart Disease,31-50,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,2,Heart Disease,51-65,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,3,Heart Disease,65+,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,2,Diabetes,0-18,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,2,Diabetes,19-30,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,3,Diabetes,31-50,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,1,Diabetes,51-65,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,1,Diabetes,65+,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,1,Dengue Fever,0-18,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,1,Dengue Fever,19-30,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,1,Dengue Fever,31-50,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,3,Others,0-18,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,4,Others,19-30,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,5,Others,31-50,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,2,Others,51-65,2025-08-21T10:56:55.295880
2024-02-25,Can Tho,1,Others,65+,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,3,COVID-19,0-18,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,4,COVID-19,19-30,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,5,COVID-19,31-50,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,2,COVID-19,51-65,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,4,COVID-19,65+,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,11,Flu,0-18,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,9,Flu,19-30,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,11,Flu,31-50,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,5,Flu,51-65,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,7,Flu,65+,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,4,Pneumonia,0-18,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,5,Pneumonia,19-30,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,6,Pneumonia,31-50,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,3,Pneumonia,51-65,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,2,Pneumonia,65+,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,2,Heart Disease,0-18,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,3,Heart Disease,19-30,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,3,Heart Disease,31-50,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,3,Heart Disease,51-65,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,4,Heart Disease,65+,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,2,Diabetes,0-18,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,2,Diabetes,19-30,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,3,Diabetes,31-50,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,1,Diabetes,51-65,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,1,Diabetes,65+,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,1,Dengue Fever,0-18,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,1,Dengue Fever,19-30,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,1,Dengue Fever,31-50,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,6,Others,0-18,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,8,Others,19-30,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,9,Others,31-50,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,4,Others,51-65,2025-08-21T10:56:55.296899
2024-02-26,Can Tho,3,Others,65+,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,4,COVID-19,0-18,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,5,COVID-19,19-30,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,6,COVID-19,31-50,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,3,COVID-19,51-65,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,5,COVID-19,65+,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,17,Flu,0-18,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,14,Flu,19-30,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,17,Flu,31-50,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,8,Flu,51-65,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,11,Flu,65+,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,2,Pneumonia,0-18,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,3,Pneumonia,19-30,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,4,Pneumonia,31-50,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,2,Pneumonia,51-65,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,1,Pneumonia,65+,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,2,Heart Disease,0-18,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,3,Heart Disease,19-30,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,3,Heart Disease,31-50,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,3,Heart Disease,51-65,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,4,Heart Disease,65+,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,2,Diabetes,0-18,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,2,Diabetes,19-30,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,3,Diabetes,31-50,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,1,Diabetes,51-65,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,1,Diabetes,65+,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,1,Dengue Fever,19-30,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,1,Dengue Fever,31-50,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,6,Others,0-18,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,8,Others,19-30,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,9,Others,31-50,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,4,Others,51-65,2025-08-21T10:56:55.296899
2024-02-27,Can Tho,3,Others,65+,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,4,COVID-19,0-18,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,5,COVID-19,19-30,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,6,COVID-19,31-50,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,3,COVID-19,51-65,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,5,COVID-19,65+,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,18,Flu,0-18,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,15,Flu,19-30,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,18,Flu,31-50,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,9,Flu,51-65,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,12,Flu,65+,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,4,Pneumonia,0-18,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,5,Pneumonia,19-30,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,6,Pneumonia,31-50,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,3,Pneumonia,51-65,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,2,Pneumonia,65+,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,1,Heart Disease,0-18,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,1,Heart Disease,19-30,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,2,Heart Disease,31-50,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,2,Heart Disease,51-65,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,2,Heart Disease,65+,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,2,Diabetes,0-18,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,2,Diabetes,19-30,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,3,Diabetes,31-50,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,1,Diabetes,51-65,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,1,Diabetes,65+,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,1,Dengue Fever,0-18,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,2,Dengue Fever,19-30,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,2,Dengue Fever,31-50,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,1,Dengue Fever,51-65,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,7,Others,0-18,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,9,Others,19-30,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,11,Others,31-50,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,5,Others,51-65,2025-08-21T10:56:55.296899
2024-02-28,Can Tho,3,Others,65+,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,4,COVID-19,0-18,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,6,COVID-19,19-30,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,7,COVID-19,31-50,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,3,COVID-19,51-65,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,6,COVID-19,65+,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,15,Flu,0-18,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,13,Flu,19-30,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,15,Flu,31-50,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,7,Flu,51-65,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,10,Flu,65+,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,2,Pneumonia,0-18,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,3,Pneumonia,19-30,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,3,Pneumonia,31-50,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,1,Pneumonia,51-65,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,1,Pneumonia,65+,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,3,Heart Disease,0-18,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,4,Heart Disease,19-30,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,4,Heart Disease,31-50,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,4,Heart Disease,51-65,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,5,Heart Disease,65+,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,1,Diabetes,0-18,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,2,Diabetes,19-30,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,2,Diabetes,31-50,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,1,Diabetes,51-65,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,1,Dengue Fever,0-18,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,1,Dengue Fever,19-30,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,1,Dengue Fever,31-50,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,7,Others,0-18,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,9,Others,19-30,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,11,Others,31-50,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,5,Others,51-65,2025-08-21T10:56:55.296899
2024-02-29,Can Tho,3,Others,65+,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,5,COVID-19,0-18,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,7,COVID-19,19-30,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,8,COVID-19,31-50,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,4,COVID-19,51-65,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,7,COVID-19,65+,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,16,Flu,0-18,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,14,Flu,19-30,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,16,Flu,31-50,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,8,Flu,51-65,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,11,Flu,65+,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,3,Pneumonia,0-18,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,4,Pneumonia,19-30,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,4,Pneumonia,31-50,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,2,Pneumonia,51-65,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,1,Pneumonia,65+,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,3,Heart Disease,0-18,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,4,Heart Disease,19-30,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,5,Heart Disease,31-50,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,5,Heart Disease,51-65,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,5,Heart Disease,65+,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,2,Diabetes,0-18,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,2,Diabetes,19-30,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,3,Diabetes,31-50,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,1,Diabetes,51-65,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,1,Diabetes,65+,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,1,Dengue Fever,0-18,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,1,Dengue Fever,19-30,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,2,Dengue Fever,31-50,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,1,Dengue Fever,51-65,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,8,Others,0-18,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,11,Others,19-30,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,13,Others,31-50,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,6,Others,51-65,2025-08-21T10:56:55.296899
2024-03-01,Can Tho,4,Others,65+,2025-08-21T10:56:55.296899
2024-03-02,Can Tho,3,COVID-19,0-18,2025-08-21T10:56:55.296899
2024-03-02,Can Tho,4,COVID-19,19-30,2025-08-21T10:56:55.296899
2024-03-02,Can Tho,4,COVID-19,31-50,2025-08-21T10:56:55.296899
2024-03-02,Can Tho,2,COVID-19,51-65,2025-08-21T10:56:55.296899
2024-03-02,Can Tho,4,COVID-19,65+,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,13,Flu,0-18,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,11,Flu,19-30,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,13,Flu,31-50,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,6,Flu,51-65,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,9,Flu,65+,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,2,Pneumonia,0-18,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,3,Pneumonia,19-30,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,4,Pneumonia,31-50,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,2,Pneumonia,51-65,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,1,Pneumonia,65+,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,2,Heart Disease,0-18,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,2,Heart Disease,19-30,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,3,Heart Disease,31-50,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,3,Heart Disease,51-65,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,3,Heart Disease,65+,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,1,Diabetes,0-18,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,1,Diabetes,19-30,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,1,Diabetes,31-50,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,5,Others,0-18,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,6,Others,19-30,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,7,Others,31-50,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,3,Others,51-65,2025-08-21T10:56:55.297887
2024-03-02,Can Tho,2,Others,65+,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,2,COVID-19,0-18,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,2,COVID-19,19-30,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,3,COVID-19,31-50,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,1,COVID-19,51-65,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,2,COVID-19,65+,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,6,Flu,0-18,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,5,Flu,19-30,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,6,Flu,31-50,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,3,Flu,51-65,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,4,Flu,65+,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,2,Pneumonia,0-18,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,3,Pneumonia,19-30,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,3,Pneumonia,31-50,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,1,Pneumonia,51-65,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,1,Pneumonia,65+,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,2,Heart Disease,0-18,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,2,Heart Disease,19-30,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,3,Heart Disease,31-50,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,3,Heart Disease,51-65,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,3,Heart Disease,65+,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,1,Diabetes,0-18,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,1,Diabetes,19-30,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,1,Diabetes,31-50,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,1,Dengue Fever,19-30,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,1,Dengue Fever,31-50,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,5,Others,0-18,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,6,Others,19-30,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,8,Others,31-50,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,4,Others,51-65,2025-08-21T10:56:55.297887
2024-03-03,Can Tho,2,Others,65+,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,5,COVID-19,0-18,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,6,COVID-19,19-30,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,7,COVID-19,31-50,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,3,COVID-19,51-65,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,6,COVID-19,65+,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,19,Flu,0-18,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,16,Flu,19-30,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,19,Flu,31-50,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,9,Flu,51-65,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,12,Flu,65+,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,3,Pneumonia,0-18,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,4,Pneumonia,19-30,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,5,Pneumonia,31-50,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,2,Pneumonia,51-65,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,1,Pneumonia,65+,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,3,Heart Disease,0-18,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,3,Heart Disease,19-30,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,4,Heart Disease,31-50,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,4,Heart Disease,51-65,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,5,Heart Disease,65+,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,1,Diabetes,0-18,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,2,Diabetes,19-30,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,2,Diabetes,31-50,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,1,Diabetes,51-65,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,1,Dengue Fever,0-18,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,2,Dengue Fever,19-30,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,2,Dengue Fever,31-50,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,1,Dengue Fever,51-65,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,6,Others,0-18,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,8,Others,19-30,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,10,Others,31-50,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,5,Others,51-65,2025-08-21T10:56:55.297887
2024-03-04,Can Tho,3,Others,65+,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,4,COVID-19,0-18,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,5,COVID-19,19-30,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,6,COVID-19,31-50,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,3,COVID-19,51-65,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,5,COVID-19,65+,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,9,Flu,0-18,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,8,Flu,19-30,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,9,Flu,31-50,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,4,Flu,51-65,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,6,Flu,65+,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,4,Pneumonia,0-18,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,5,Pneumonia,19-30,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,6,Pneumonia,31-50,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,3,Pneumonia,51-65,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,2,Pneumonia,65+,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,2,Heart Disease,0-18,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,3,Heart Disease,19-30,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,3,Heart Disease,31-50,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,3,Heart Disease,51-65,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,4,Heart Disease,65+,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,1,Diabetes,0-18,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,1,Diabetes,19-30,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,1,Diabetes,31-50,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,6,Others,0-18,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,8,Others,19-30,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,9,Others,31-50,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,4,Others,51-65,2025-08-21T10:56:55.297887
2024-03-05,Can Tho,3,Others,65+,2025-08-21T10:56:55.297887
2024-03-06,Can Tho,5,COVID-19,0-18,2025-08-21T10:56:55.297887
2024-03-06,Can Tho,6,COVID-19,19-30,2025-08-21T10:56:55.297887
2024-03-06,Can Tho,8,COVID-19,31-50,2025-08-21T10:56:55.297887
2024-03-06,Can Tho,4,COVID-19,51-65,2025-08-21T10:56:55.297887
2024-03-06,Can Tho,6,COVID-19,65+,2025-08-21T10:56:55.297887
2024-03-06,Can Tho,16,Flu,0-18,2025-08-21T10:56:55.297887
2024-03-06,Can Tho,14,Flu,19-30,2025-08-21T10:56:55.297887
2024-03-06,Can Tho,16,Flu,31-50,2025-08-21T10:56:55.297887
2024-03-06,Can Tho,8,Flu,51-65,2025-08-21T10:56:55.297887
2024-03-06,Can Tho,11,Flu,65+,2025-08-21T10:56:55.297887
2024-03-06,Can Tho,4,Pneumonia,0-18,2025-08-21T10:56:55.297887
2024-03-06,Can Tho,5,Pneumonia,19-30,2025-08-21T10:56:55.297887
2024-03-06,Can Tho,6,Pneumonia,31-50,2025-08-21T10:56:55.297887
2024-03-06,Can Tho,3,Pneumonia,51-65,2025-08-21T10:56:55.297887
2024-03-06,Can Tho,2,Pneumonia,65+,2025-08-21T10:56:55.297887
2024-03-06,Can Tho,2,Heart Disease,0-18,2025-08-21T10:56:55.297887
2024-03-06,Can Tho,3,Heart Disease,19-30,2025-08-21T10:56:55.297887
2024-03-06,Can Tho,4,Heart Disease,31-50,2025-08-21T10:56:55.297887
2024-03-06,Can Tho,4,Heart Disease,51-65,2025-08-21T10:56:55.297887
2024-03-06,Can Tho,4,Heart Disease,65+,2025-08-21T10:56:55.297887
